Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Sex,Country,Timestamp,Clicked on Ad
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,Newport,Female,Wales,14/04/2016 21:37,0
40.88,33,48554.45,136.18,Networked non-volatile synergy,Sheffield,Male,England,31/05/2016 17:50,1
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Hamilton,Male,Scotland,17/03/2016 06:25,1
35.49,47,36884.23,170.04,Front-line actuating functionalities,Paisley,Female,Scotland,13/04/2016 07:07,1
56.56,26,68783.45,204.47,Compatible composite project,Newport,Male,Wales,03/02/2016 22:11,0
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,East Kilbride,Male,Scotland,02/02/2016 19:59,1
49.35,49,44304.13,119.86,Inverse stable synergy,Wrexham,Female,Wales,07/04/2016 20:38,1
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,Swansea,Male,Wales,15/03/2016 19:35,0
79.22,27,63429.18,198.79,Intuitive modular system engine,Livingston,Male,Scotland,11/03/2016 12:39,0
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Bridgend,Female,Wales,17/05/2016 18:06,0
66.83,46,77871.75,196.17,Assimilated hybrid initiative,Bristol,Male,England,28/02/2016 23:10,0
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Nottingham,Male,England,02/03/2016 06:35,0
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Cumbernauld,Male,Scotland,27/02/2016 08:52,1
53.33,34,44275.13,111.63,Configurable impactful productivity,Tonypandy,Male,Wales,14/03/2016 04:34,1
50.63,50,25767.16,142.23,Operative full-range forecast,East Kilbride,Female,Scotland,10/03/2016 15:07,1
41.84,49,37605.11,139.32,Operative secondary functionalities,Aberdeen,Female,Scotland,01/05/2016 08:27,1
53.92,41,25739.09,125.46,Business-focused transitional solution,Bridgend,Male,Wales,12/06/2016 11:17,1
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Paisley,Male,Scotland,28/05/2016 12:20,0
55.32,43,67682.32,127.65,Managed 24hour analyzer,Swansea,Female,Wales,18/03/2016 09:08,1
53.22,44,44307.18,108.85,Horizontal client-server database,Hamilton,Female,Scotland,26/05/2016 06:03,1
43.16,35,25371.52,156.11,Implemented didactic support,Barry,Male,Wales,06/07/2016 03:40,1
67.51,43,23942.61,127.2,Digitized homogeneous core,East Kilbride,Female,Scotland,29/04/2016 14:10,1
43.16,29,50666.5,143.04,Robust holistic application,Llanelli,Male,Wales,05/03/2016 20:53,1
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Rhyl,Male,Wales,30/05/2016 08:35,0
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,London,Male,England,10/04/2016 06:32,0
74.18,28,69874.18,203.87,Front-line even-keeled website,Tonypandy,Female,Wales,20/01/2016 02:31,0
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Liverpool,Female,England,20/07/2016 21:53,0
80.96,39,67866.95,225,Integrated leadingedge frame,East Kilbride,Male,Scotland,17/01/2016 04:12,0
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,Llanelli,Female,Wales,24/02/2016 07:13,1
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Hamilton,Female,Scotland,26/03/2016 19:37,1
81.98,34,67432.49,212.88,Up-sized maximized model,Birmingham,Female,England,04/06/2016 09:25,0
79.6,39,73392.28,194.23,Organized global flexibility,Hamilton,Female,Scotland,22/04/2016 07:48,0
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Hamilton,Female,Scotland,31/03/2016 08:53,1
82.3,31,56735.83,232.21,Balanced executive definition,Southampton,Female,England,16/04/2016 08:36,0
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Aberdeen,Male,Scotland,12/05/2016 20:57,1
79.09,32,69481.85,209.72,Optimized multimedia website,Cwmbran,Male,Wales,07/05/2016 21:32,0
68.47,28,67033.34,226.64,Focused coherent success,Dundee,Female,Scotland,25/06/2016 00:33,0
83.69,36,68717,192.57,Robust context-sensitive neural-net,Cwmbran,Female,Wales,23/03/2016 05:27,0
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Liverpool,Male,England,04/03/2016 13:47,0
43.49,45,47968.32,124.67,Synchronized full-range portal,Aberdeen,Female,Scotland,14/06/2016 12:08,1
66.69,35,48758.92,108.27,Integrated encompassing support,Barry,Female,Wales,11/05/2016 19:13,1
48.46,49,61230.03,132.38,Devolved human-resource circuit,Cardiff,Male,Wales,21/01/2016 23:33,1
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Newport,Male,Wales,15/01/2016 19:45,1
42.83,34,54324.73,132.38,Vision-oriented methodical support,Newport,Male,Wales,23/04/2016 09:42,1
41.46,42,52177.4,128.98,Integrated impactful groupware,Bridgend,Male,Wales,23/05/2016 08:06,1
45.99,33,51163.14,124.61,Face-to-face methodical intranet,Glasgow,Male,Scotland,27/02/2016 15:04,1
68.72,27,66861.67,225.97,Fundamental tangible moratorium,Southampton,Female,England,23/02/2016 17:37,0
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Edinburgh,Male,Scotland,17/03/2016 22:59,0
49.21,46,49206.4,115.6,Realigned 24/7 core,Rhyl,Female,Wales,28/02/2016 03:34,1
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,Dundee,Male,Scotland,15/03/2016 14:33,1
44.13,40,33601.84,128.48,Ameliorated discrete extranet,Wrexham,Male,Wales,03/03/2016 20:20,1
57.82,46,48867.36,107.56,Centralized asynchronous portal,Leeds,Male,England,06/04/2016 14:16,1
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Newcastle,Female,England,01/05/2016 09:23,1
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,East Kilbride,Female,Scotland,30/05/2016 08:02,1
78.24,23,54106.21,199.29,Sharable value-added solution,Bristol,Female,England,04/04/2016 11:39,0
74.61,38,71055.22,231.28,Networked impactful framework,Swansea,Male,Wales,06/04/2016 23:10,0
89.18,37,46403.18,224.01,Public-key impactful neural-net,Paisley,Male,Scotland,26/04/2016 21:45,0
44.16,42,61690.93,133.42,Innovative interactive portal,Aberdeen,Male,Scotland,25/05/2016 00:34,1
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Newcastle,Male,England,11/02/2016 16:45,1
88.82,36,58638.75,169.1,Assimilated discrete strategy,Hamilton,Female,Scotland,30/01/2016 00:05,0
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Livingston,Male,Scotland,12/07/2016 10:56,0
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Barry,Male,Wales,23/04/2016 03:46,1
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Bristol,Male,England,16/04/2016 10:36,0
35.11,35,47638.3,158.03,Extended analyzing emulation,Barry,Male,Wales,11/03/2016 13:07,1
60.39,45,38987.42,108.25,Front-line methodical utilization,East Kilbride,Male,Scotland,02/03/2016 15:39,1
81.56,26,51363.16,213.7,Open-source scalable protocol,Nottingham,Male,England,13/07/2016 21:31,0
75.03,34,35764.49,255.57,Networked local secured line,Cumbernauld,Female,Scotland,29/05/2016 18:12,1
50.87,24,62939.5,190.41,Programmable empowering orchestration,Cardiff,Female,Wales,10/05/2016 17:13,1
82.8,30,58776.67,223.2,Enhanced systemic benchmark,Wrexham,Male,Wales,07/05/2016 08:39,0
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Liverpool,Male,England,17/01/2016 13:27,0
37.65,51,50457.01,161.29,Automated stable help-desk,Birmingham,Male,England,09/03/2016 06:22,1
83.17,43,54251.78,244.4,Managed national hardware,Bristol,Male,England,05/04/2016 18:02,0
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Nottingham,Male,England,01/04/2016 07:37,1
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Dunfermline,Female,Scotland,15/02/2016 16:18,0
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Sheffield,Female,England,08/03/2016 05:12,0
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,Aberdeen,Male,Scotland,09/02/2016 23:38,0
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Dunfermline,Male,Scotland,17/06/2016 09:38,0
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,Newcastle,Male,England,01/06/2016 12:27,1
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Glasgow,Male,Scotland,26/02/2016 23:44,0
90.75,40,45945.88,216.5,Decentralized methodical capability,East Kilbride,Female,Scotland,11/03/2016 09:58,0
67.71,25,63430.33,225.76,Synergized intangible open system,Sheffield,Male,England,28/04/2016 02:55,0
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,Liverpool,Female,England,12/04/2016 04:22,0
45.82,27,64410.8,171.24,Expanded full-range synergy,Cardiff,Male,Wales,10/02/2016 20:43,1
76.79,27,55677.12,235.94,Open-architected intangible strategy,Birmingham,Female,England,01/05/2016 23:21,0
70.05,33,75560.65,203.44,Diverse directional hardware,Leeds,Female,England,24/03/2016 17:48,0
72.19,32,61067.58,250.32,Balanced discrete approach,Cardiff,Male,Wales,22/04/2016 19:45,0
77.35,34,72330.57,167.26,Total bi-directional success,Llanelli,Female,Wales,09/03/2016 12:10,0
40.34,29,32549.95,173.75,Object-based motivating instruction set,Barry,Female,Wales,30/03/2016 05:29,1
67.39,44,51257.26,107.19,Realigned intermediate application,Sheffield,Female,England,24/01/2016 13:41,1
68.68,34,77220.42,187.03,Sharable encompassing database,Aberdeen,Male,Scotland,15/07/2016 09:42,0
81.75,43,52520.75,249.45,Progressive 24/7 definition,Nottingham,Female,England,07/06/2016 05:41,0
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Aberdeen,Female,Scotland,31/05/2016 23:32,0
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Livingston,Male,Scotland,14/05/2016 14:49,1
79.18,31,58443.99,236.96,Open-source holistic productivity,Bridgend,Female,Wales,10/01/2016 20:18,0
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Wrexham,Male,Wales,21/02/2016 16:57,0
41.53,42,67575.12,158.81,Optional tangible productivity,Rhyl,Female,Wales,23/05/2016 00:32,1
70.92,39,66522.79,249.81,Up-sized intangible circuit,Tonypandy,Male,Wales,21/07/2016 20:30,0
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Llanelli,Female,Wales,15/05/2016 18:44,1
44.4,53,43073.78,140.95,Phased zero-defect portal,Dundee,Male,Scotland,30/06/2016 00:43,1
52.17,44,57594.7,115.37,Optional modular throughput,Llanelli,Male,Wales,24/02/2016 06:17,1
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Bristol,Male,England,30/05/2016 21:22,0
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Aberdeen,Male,Scotland,02/06/2016 04:14,1
76.65,31,61117.5,238.43,Function-based executive moderator,Edinburgh,Female,Scotland,18/04/2016 07:00,0
54.39,20,52563.22,171.9,Digitized content-based circuit,Dunfermline,Male,Scotland,29/02/2016 18:06,1
37.74,40,65773.49,190.95,Balanced uniform algorithm,Newport,Female,Wales,27/05/2016 12:45,1
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Manchester,Female,England,12/01/2016 21:17,0
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Sheffield,Male,England,27/01/2016 17:08,0
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Llanelli,Male,Wales,10/06/2016 03:56,0
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Nottingham,Male,England,09/04/2016 09:26,0
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Edinburgh,Female,Scotland,26/02/2016 06:00,1
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Llanelli,Female,Wales,21/02/2016 23:07,1
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Manchester,Female,England,29/04/2016 14:08,1
50.78,51,49957,122.04,Vision-oriented asynchronous Internet solution,Manchester,Female,England,11/02/2016 17:02,1
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Southampton,Female,England,22/07/2016 07:44,1
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Bridgend,Female,Wales,26/06/2016 02:34,1
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,Paisley,Female,Scotland,14/05/2016 23:08,0
80.64,26,46974.15,221.59,Vision-oriented real-time framework,Newcastle,Female,England,24/05/2016 10:04,0
75.94,27,53042.51,236.96,Future-proofed stable function,Bristol,Male,England,16/02/2016 12:05,0
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Manchester,Female,England,20/03/2016 02:44,1
87.18,31,58287.86,193.6,Right-sized logistical middleware,London,Female,England,31/01/2016 05:12,0
56.91,50,21773.22,146.44,Team-oriented executive core,Southampton,Female,England,01/04/2016 05:17,1
75.24,24,52252.91,226.49,Vision-oriented next generation solution,East Kilbride,Female,Scotland,25/02/2016 16:33,0
42.84,52,27073.27,182.2,Enhanced optimizing website,Newcastle,Male,England,21/03/2016 11:02,1
67.56,47,50628.31,109.98,Reduced background data-warehouse,London,Female,England,12/02/2016 05:20,1
34.96,42,36913.51,160.49,Right-sized mobile initiative,Cwmbran,Male,Wales,01/06/2016 16:10,1
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Llanelli,Male,Wales,16/06/2016 03:17,0
41.86,39,53041.77,128.62,Open-source stable paradigm,Barry,Male,Wales,26/03/2016 15:28,1
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Aberdeen,Male,Scotland,16/02/2016 07:37,1
54.96,42,59419.78,113.75,Public-key disintermediate emulation,Barry,Male,Wales,28/02/2016 09:31,1
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Bristol,Male,England,18/05/2016 01:00,0
78.79,32,68324.48,215.29,Stand-alone background open system,Newcastle,Male,England,21/02/2016 13:11,0
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,Bristol,Male,England,05/01/2016 12:59,0
81.05,34,54045.39,245.5,Configurable asynchronous application,Newcastle,Female,England,18/05/2016 00:07,0
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,Birmingham,Male,England,06/03/2016 23:26,1
45.48,49,53336.76,129.16,Networked client-server solution,Liverpool,Male,England,19/05/2016 04:23,1
47,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,Tonypandy,Female,Wales,29/04/2016 20:40,1
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Leeds,Male,England,03/05/2016 01:09,1
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Llanelli,Female,Wales,27/06/2016 21:51,1
72.55,22,58953.01,202.34,Balanced empowering success,Newcastle,Female,England,08/02/2016 07:33,0
91.15,38,36834.04,184.98,Robust uniform framework,Birmingham,Female,England,22/02/2016 07:04,0
80.53,29,66345.1,187.64,Sharable upward-trending support,Manchester,Female,England,21/03/2016 08:13,0
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Bridgend,Female,Wales,31/05/2016 00:58,1
80.94,36,60803,239.94,Self-enabling local strategy,Sheffield,Female,England,01/01/2016 05:31,0
61.76,34,33553.9,114.69,Open-source local approach,Swansea,Female,Wales,27/05/2016 08:53,1
63.3,38,63071.34,116.19,Polarized intangible encoding,Bridgend,Female,Wales,09/05/2016 07:13,1
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,Southampton,Male,England,27/06/2016 01:56,1
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,London,Male,England,03/06/2016 04:51,0
83.98,36,68305.91,194.62,Profit-focused secondary portal,Hamilton,Female,Scotland,24/02/2016 00:44,0
63.18,45,39211.49,107.92,Reactive upward-trending migration,Manchester,Female,England,05/03/2016 12:03,1
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Cumbernauld,Female,Scotland,15/01/2016 22:49,1
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Cumbernauld,Female,Scotland,12/02/2016 03:39,1
60.83,19,40478.83,185.46,Versatile next generation pricing structure,Rhyl,Male,Wales,19/02/2016 20:49,0
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,Dunfermline,Male,Scotland,12/03/2016 02:48,1
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,Aberdeen,Female,Scotland,23/07/2016 04:04,1
79.51,39,34942.26,125.11,Proactive non-volatile encryption,Paisley,Male,Scotland,06/03/2016 09:33,1
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Barry,Female,Wales,24/02/2016 04:11,1
64.79,30,42251.59,116.07,Visionary mission-critical application,Cardiff,Female,Wales,17/02/2016 20:22,1
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,Sheffield,Female,England,02/02/2016 04:57,0
72.82,34,75769.82,191.82,User-centric discrete success,Leeds,Male,England,27/01/2016 16:06,0
38.65,31,51812.71,154.77,Total even-keeled architecture,Manchester,Male,England,24/05/2016 09:50,1
59.01,30,75265.96,178.75,Focused multimedia implementation,Southampton,Male,England,08/02/2016 22:45,1
78.96,50,69868.48,193.15,Stand-alone well-modulated product,Llanelli,Female,Wales,12/02/2016 01:55,1
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,Nottingham,Female,England,11/01/2016 08:18,1
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Aberdeen,Male,Scotland,03/03/2016 03:51,1
62.79,36,18368.57,231.87,Total coherent archive,Hamilton,Male,Scotland,30/05/2016 20:08,1
45.53,29,56129.89,141.58,Front-line neutral alliance,Tonypandy,Female,Wales,22/04/2016 22:01,1
51.65,31,58996.56,249.99,Virtual context-sensitive support,Barry,Female,Wales,25/05/2016 10:39,0
54.55,44,41547.62,109.04,Re-engineered optimal policy,Edinburgh,Female,Scotland,04/02/2016 03:10,1
35.66,36,59240.24,172.57,Implemented uniform synergy,East Kilbride,Female,Scotland,21/02/2016 20:09,1
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,Livingston,Female,Scotland,28/04/2016 01:24,0
79.83,29,55764.43,234.23,Innovative regional groupware,Liverpool,Male,England,18/05/2016 19:33,0
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Cardiff,Male,Wales,17/02/2016 11:15,0
56.78,28,39939.39,124.32,Mandatory empowering focus group,London,Female,England,19/06/2016 23:04,1
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Hamilton,Female,Scotland,20/02/2016 09:54,0
70.09,21,54725.87,211.17,Automated full-range Internet solution,Bridgend,Female,Wales,22/01/2016 12:58,0
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Dunfermline,Male,Scotland,19/02/2016 13:26,0
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Manchester,Female,England,03/01/2016 07:13,0
35.25,50,47051.02,194.44,Intuitive global website,Wrexham,Female,Wales,03/01/2016 04:39,1
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Hamilton,Male,Scotland,13/04/2016 13:04,1
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Liverpool,Male,England,01/01/2016 03:35,0
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Barry,Female,Wales,27/03/2016 08:32,1
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Glasgow,Female,Scotland,10/07/2016 16:25,1
40.18,29,50760.23,151.96,Enhanced intangible portal,Cardiff,Female,Wales,25/06/2016 04:21,1
45.17,48,34418.09,132.07,Down-sized background groupware,Barry,Male,Wales,27/01/2016 14:41,1
50.48,50,20592.99,162.43,Switchable real-time product,Rhyl,Female,Wales,16/05/2016 18:51,1
80.87,28,63528.8,203.3,Ameliorated local workforce,Newcastle,Female,England,27/02/2016 20:20,0
41.88,40,44217.68,126.11,Streamlined exuding adapter,Glasgow,Male,Scotland,28/02/2016 23:54,1
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,Dundee,Male,Scotland,13/06/2016 06:11,1
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Manchester,Male,England,05/05/2016 11:07,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,Wrexham,Male,Wales,07/07/2016 12:17,1
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Liverpool,Female,England,24/05/2016 17:07,0
70.29,31,56974.51,254.65,Balanced responsive open system,Birmingham,Male,England,30/03/2016 14:36,0
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,Tonypandy,Male,Wales,27/05/2016 05:54,1
76.58,46,41884.64,258.26,Secured 24hour policy,Sheffield,Female,England,03/01/2016 16:30,0
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Hamilton,Female,Scotland,25/06/2016 18:17,1
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Leeds,Male,England,24/02/2016 10:36,0
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Barry,Male,Wales,03/03/2016 03:13,0
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Cwmbran,Female,Wales,21/04/2016 19:56,1
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Wrexham,Male,Wales,06/04/2016 17:26,0
63.37,43,43155.19,105.04,Open-architected full-range projection,Newport,Male,Wales,23/03/2016 12:53,1
89.71,48,51501.38,204.4,Versatile local forecast,Cwmbran,Male,Wales,17/02/2016 07:00,0
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,Swansea,Female,Wales,26/06/2016 07:01,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,East Kilbride,Male,Scotland,20/04/2016 13:36,1
38.96,38,36497.22,140.67,Versatile mission-critical application,Wrexham,Male,Wales,21/07/2016 16:02,1
69.17,40,66193.81,123.62,Extended leadingedge solution,Barry,Female,Wales,06/03/2016 11:36,1
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Paisley,Male,Scotland,11/02/2016 23:45,0
43.7,28,63126.96,173.01,Front-line bifurcated ability,Newport,Female,Wales,04/04/2016 03:57,1
72.97,30,71384.57,208.58,Fundamental modular algorithm,Bridgend,Male,Wales,11/02/2016 21:49,1
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,Barry,Male,Wales,22/04/2016 02:07,1
51.63,51,42415.72,120.37,Expanded intangible solution,Bridgend,Male,Wales,01/02/2016 17:24,1
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,Newport,Female,Wales,24/03/2016 02:35,0
45.01,26,29875.8,178.35,Virtual 5thgeneration emulation,Newport,Female,Wales,03/06/2016 21:43,1
